"コード","銘柄名","市場","現在値","前日比(%)"
"4626","太陽ＨＬＤＧ","東P","3130","-25.0(-0.79%)"
"4627","ナトコ","東S","1586","-10.0(-0.63%)"
"4628","エスケー化研","東S","7850","-140.0(-1.75%)"
"4629","大伸化学","東S","1440","-3.0(-0.21%)"
"4631","ＤＩＣ","東P","2922.0","-74.0(-2.47%)"
"4633","サカタインクス","東P","1587","-58.0(-3.53%)"
"4634","ａｒｔｉｅｎｃｅ","東P","2895","-130.0(-4.30%)"
"4635","東京インキ","東S","3360","-120.0(-3.45%)"
"4636","Ｔ＆Ｋ　ＴＯＫＡ","東P","1405","+1.0(+0.07%)"
"4641","アルプス技研","東P","2694","-34.0(-1.25%)"
"4642","オリジナル設計","東S","1152","-12.0(-1.03%)"
"4644","イマジニア","東S","981","+0.0(+0.00%)"
"4645","市進ＨＬＤＧ","東S","491","-1.0(-0.20%)"
"4650","ＳＤエンターテイメント","東S","274","-1.0(-0.36%)"
"4651","サニックス","東S","321","-5.0(-1.53%)"
"4657","環境管理センター","東S","532","-3.0(-0.56%)"
"4658","日本空調サービス","東P","887","-21.0(-2.31%)"
"4659","エイジス","東S","2550","-5.0(-0.20%)"
"4661","オリエンタルランド","東P","4689.0","-82.0(-1.72%)"
"4662","フォーカスシステムズ","東P","1224","-34.0(-2.70%)"
"4664","アール・エス・シー","東S","698","-4.0(-0.57%)"
"4665","ダスキン","東P","3261.0","-17.0(-0.52%)"
"4666","パーク２４","東P","1776.0","-32.5(-1.80%)"
"4667","アイサンテクノロジー","東S","1623","-67.0(-3.96%)"
"4668","明光ネットワークジャパン","東P","712","-4.0(-0.56%)"
"4671","ファルコＨＬＤＧ","東S","2225","-66.0(-2.88%)"
"4673","川崎地質","東S","2832","-70.0(-2.41%)"
"4674","クレスコ","東P","2099","-31.0(-1.46%)"
"4676","フジ・メディアＨＬＤＧ","東P","1963.0","-61.5(-3.04%)"
"4678","秀英予備校","東S","302","+0.0(+0.00%)"
"4679","田谷","東S","396","+0.0(+0.00%)"
"4680","ラウンドワン","東P","701","-19.0(-2.64%)"
"4681","リゾートトラスト","東P","2608.5","-52.0(-1.95%)"
"4684","オービック","東P","21520.0","+400.0(+1.89%)"
"4685","菱友システムズ","東S","3300","-110.0(-3.23%)"
"4686","ジャストシステム","東P","2627","+38.0(+1.47%)"
"4687","ＴＤＣソフト","東P","1097","-25.0(-2.23%)"
"4689","ＬＩＮＥヤフー","東P","360.9","+3.3(+0.92%)"
"4690","日本パレットプール","東S","2516","-24.0(-0.94%)"
"4691","ワシントンホテル","東S","771","-18.0(-2.28%)"
"4694","ビー・エム・エル","東P","3010","-30.0(-0.99%)"
"4704","トレンドマイクロ","東P","7946.0","-96.0(-1.19%)"
"4705","クリップコーポレーション","東S","881","+1.0(+0.11%)"
"4707","キタック","東S","410","-7.0(-1.68%)"
"4709","ＩＤ　ＨＬＤＧ","東P","1440","-38.0(-2.57%)"
"4712","ＫｅｙＨｏｌｄｅｒ","東S","956","-9.0(-0.93%)"
"4714","リソー教育","東P","277","+0.0(+0.00%)"
"4716","日本オラクル","東S","11335.0","+0.0(+0.00%)"
"4718","早稲田アカデミー","東P","1533","-39.0(-2.48%)"
"4719","アルファシステムズ","東P","3220","-25.0(-0.77%)"
"4720","城南進学研究社","東S","377","+2.0(+0.53%)"
"4722","フューチャー","東P","1770","-4.0(-0.23%)"
"4725","ＣＡＣ　ＨＬＤＧ","東P","1981","-35.0(-1.74%)"
"4726","ＳＢテクノロジー","東P","2054","-30.0(-1.44%)"
"4728","トーセ","東S","696","-1.0(-0.14%)"
"4732","ユー・エス・エス","東P","1222.5","+14.5(+1.20%)"
"4733","オービックビジネスコンサルタン","東P","6780.0","-258.0(-3.67%)"
"4735","京進","東S","367","+4.0(+1.10%)"
"4736","日本ラッド","東S","993","+11.0(+1.12%)"
"4743","アイティフォー","東P","1366","-29.0(-2.08%)"
"4745","東京個別指導学院","東S","408","-6.0(-1.45%)"
"4746","東計電算","東S","3990","-10.0(-0.25%)"
"4748","構造計画研究所","東S","3960","-25.0(-0.63%)"
"4750","ダイサン","東S","600","-2.0(-0.33%)"
"4751","サイバーエージェント","東P","975.3","-71.7(-6.85%)"
"4752","昭和システムエンジニアリング","東S","1335","-11.0(-0.82%)"
"4754","トスネット","東S","1260","-3.0(-0.24%)"
"4755","楽天グループ","東P","811.4","-38.4(-4.52%)"
"4760","アルファ","東S","1441","-32.0(-2.17%)"
"4761","さくらケーシーエス","東S","2940","+500.0(+20.49%)"
"4762","エックスネット","東S","1217","+1.0(+0.08%)"
"4763","クリーク・アンド・リバー社","東P","1616","-90.0(-5.28%)"
"4765","ＳＢＩグローバルアセットマネジ","東P","699","-18.0(-2.51%)"
"4766","ピーエイ","東S","334","+0.0(+0.00%)"
"4767","テー・オー・ダブリュー","東S","375","-1.0(-0.27%)"
"4768","大塚商会","東P","3141.0","-6.0(-0.19%)"
"4769","ＩＣ","東S","920","-2.0(-0.22%)"
"4770","図研エルミック","東S","318","-4.0(-1.24%)"
"4771","エフアンドエム","東S","2124","-59.0(-2.70%)"
"4772","ストリームメディア","東G","149","-7.0(-4.49%)"
"4776","サイボウズ","東P","1547","-11.0(-0.71%)"
"4777","ガーラ","東S","240","-3.0(-1.23%)"
"4781","日本ハウズイング","東S","1050","+0.0(+0.00%)"
"4783","ＮＣＤ","東S","1786","-24.0(-1.33%)"
"4784","ＧＭＯアドパートナーズ","東S","338","+0.0(+0.00%)"
"4792","山田コンサルティンググループ","東P","1895","-40.0(-2.07%)"
"4800","オリコン","東S","817","-8.0(-0.97%)"
"4801","セントラルスポーツ","東P","2434","-24.0(-0.98%)"
"4809","パラカ","東P","1976","-4.0(-0.20%)"
"4811","ドリーム・アーツ","東G","2010","-62.0(-2.99%)"
"4812","電通総研","東P","5000","+0.0(+0.00%)"
"4813","ＡＣＣＥＳＳ","東P","1508","+67.0(+4.65%)"
"4814","ネクストウェア","東S","177","-3.0(-1.67%)"
"4816","東映アニメーション","東S","2721","-12.0(-0.44%)"
"4819","デジタルガレージ","東P","2875","-44.0(-1.51%)"
"4820","イーエムシステムズ","東P","668","-1.0(-0.15%)"
"4824","メディアシーク","東G","313","-4.0(-1.26%)"
"4825","ウェザーニューズ","東P","4605","+50.0(+1.10%)"
"4826","ＣＩＪ","東P","484","-21.0(-4.16%)"
"4828","ビジネスエンジニアリング","東P","3425","-125.0(-3.52%)"
"4829","日本エンタープライズ","東S","146","+0.0(+0.00%)"
"4832","ＪＦＥシステムズ","東S","3935","-100.0(-2.48%)"
"4833","Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ","東G","82","+0.0(+0.00%)"
"4838","スペースシャワーＳＫＩＹＡＫＩ","東S","418","-3.0(-0.71%)"
"4839","ＷＯＷＯＷ","東P","1105","-15.0(-1.34%)"
"4840","トライアイズ","東G","323","+5.0(+1.57%)"
"4845","スカラ","東P","713","-15.0(-2.06%)"
"4847","インテリジェント　ウェイブ","東P","1118","-24.0(-2.10%)"
"4848","フルキャストＨＬＤＧ","東P","1447","+9.0(+0.63%)"
"4849","エン・ジャパン","東P","2666","-48.0(-1.77%)"
"4875","メディシノバ","東S","233","-11.0(-4.51%)"
"4880","セルソース","東P","1577","+31.0(+2.01%)"
"4881","ファンペップ","東G","145","-3.0(-2.03%)"
"4882","ペルセウスプロテオミクス","東G","314","-3.0(-0.95%)"
"4883","モダリス","東G","85","-3.0(-3.41%)"
"4884","クリングルファーマ","東G","564","-29.0(-4.89%)"
"4885","室町ケミカル","東S","712","-7.0(-0.97%)"
"4886","あすか製薬ＨＬＤＧ","東P","2262","-23.0(-1.01%)"
"4887","サワイグループＨＬＤＧ","東P","5767.0","-4.0(-0.07%)"
"4888","ステラファーマ","東G","275","-5.0(-1.79%)"
"4889","レナサイエンス","東G","339","-7.0(-2.02%)"
"4890","坪田ラボ","東G","361","+8.0(+2.27%)"
"4891","ティムス","東G","259","+3.0(+1.17%)"
"4892","サイフューズ","東G","700","-3.0(-0.43%)"
"4893","ノイルイミューン・バイオ","東G","177","-2.0(-1.12%)"
"4894","クオリプス","東G","3770","-45.0(-1.18%)"
"4896","ケイファーマ","東G","600","-2.0(-0.33%)"
"4901","富士フイルムＨＬＤＧ","東P","3397.0","-57.0(-1.65%)"
"4902","コニカミノルタ","東P","543.9","+6.4(+1.19%)"
"4911","資生堂","東P","4052.0","+73.0(+1.83%)"
"4912","ライオン","東P","1344.5","-10.5(-0.77%)"
"4914","高砂香料工業","東P","3380","-90.0(-2.59%)"
"4917","マンダム","東P","1290","-4.0(-0.31%)"
"4918","アイビー化粧品","東S","441","+1.0(+0.23%)"
"4919","ミルボン","東P","3020.0","+4.0(+0.13%)"
"4920","日本色材工業研究所","東S","1524","-56.0(-3.54%)"
"4921","ファンケル","東P","1893.0","-26.0(-1.35%)"
"4922","コーセー","東P","7540.0","+21.0(+0.28%)"
"4923","コタ","東P","1415","-10.0(-0.70%)"
"4925","ハーバー研究所","東S","2039","-14.0(-0.68%)"
"4926","シーボン","東S","1441","-1.0(-0.07%)"
"4927","ポーラ・オルビスＨＬＤＧ","東P","1403.0","-1.5(-0.11%)"
"4928","ノエビアＨＬＤＧ","東P","5220","-40.0(-0.76%)"
"4929","アジュバンＨＬＤＧ","東S","880","-4.0(-0.45%)"
"4930","グラフィコ","東S","3795","+5.0(+0.13%)"
"4931","新日本製薬","東P","1680","-21.0(-1.23%)"
"4932","アルマード","東S","1429","-35.0(-2.39%)"
"4933","Ｉ−ｎｅ","東P","1697","+7.0(+0.41%)"
"4934","プレミアアンチエイジング","東G","767","-10.0(-1.29%)"
"4935","リベルタ","東S","708","-29.0(-3.93%)"
"4936","アクシージア","東P","888","-8.0(-0.89%)"
"4937","Ｗａｑｏｏ","東G","1595","-28.0(-1.73%)"
"4951","エステー","東P","1532","-18.0(-1.16%)"
"4955","アグロ　カネショウ","東S","1133","-16.0(-1.39%)"
"4956","コニシ","東P","1405","-67.0(-4.55%)"
"4957","ヤスハラケミカル","東S","735","+7.0(+0.96%)"
"4958","長谷川香料","東P","2951","-84.0(-2.77%)"
"4960","ケミプロ化成","東S","373","-10.0(-2.61%)"
"4966","上村工業","東S","9800","-160.0(-1.61%)"
"4967","小林製薬","東P","5628.0","+22.0(+0.39%)"
"4968","荒川化学工業","東P","1088","-30.0(-2.68%)"
"4970","東洋合成工業","東S","8820","-140.0(-1.56%)"
"4971","メック","東P","3620","-35.0(-0.96%)"
"4972","綜研化学","東S","3000","-40.0(-1.32%)"
"4973","日本高純度化学","東P","3170","-40.0(-1.25%)"
"4974","タカラバイオ","東P","970","+16.0(+1.68%)"
"4975","ＪＣＵ","東P","3640","-90.0(-2.41%)"
"4976","東洋ドライルーブ","東S","3690","-5.0(-0.14%)"
"4977","新田ゼラチン","東S","692","-15.0(-2.12%)"
"4978","リプロセル","東G","138","-1.0(-0.72%)"
"4979","ＯＡＴアグリオ","東S","1983","-83.0(-4.02%)"
"4980","デクセリアルズ","東P","5978.0","-109.0(-1.79%)"
"4985","アース製薬","東P","4345","+20.0(+0.46%)"
"4990","昭和化学工業","東S","442","-6.0(-1.34%)"
"4992","北興化学工業","東S","1468","-1.0(-0.07%)"
"4994","大成ラミック","東S","2904","-6.0(-0.21%)"
"4996","クミアイ化学工業","東P","815","-13.0(-1.57%)"
"4997","日本農薬","東P","739","-25.0(-3.27%)"
"4998","フマキラー","東S","1140","-18.0(-1.55%)"
"5009","富士興産","東S","1821","-3.0(-0.16%)"
"5010","日本精蝋","東S","160","-5.0(-3.03%)"
"5011","ニチレキ","東P","2396","+0.0(+0.00%)"
"5013","ユシロ化学工業","東S","1961","-79.0(-3.87%)"
"5015","ビーピー・カストロール","東S","1004","-14.0(-1.38%)"
"5017","富士石油","東P","491","-27.0(-5.21%)"
"5018","ＭＯＲＥＳＣＯ","東S","1280","-38.0(-2.88%)"
"5019","出光興産","東P","1036.0","-53.5(-4.91%)"
"5020","ＥＮＥＯＳ　ＨＬＤＧ","東P","741.3","-33.2(-4.29%)"
"5021","コスモエネルギーＨＬＤＧ","東P","7649.0","-293.0(-3.69%)"
"5025","マーキュリーリアルテックイノベ","東G","552","+22.0(+4.15%)"
"5026","トリプルアイズ","東G","1002","+24.0(+2.45%)"
"5027","ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ","東G","1023","-29.0(-2.76%)"
"5028","セカンドサイトアナリティカ","東G","530","-5.0(-0.93%)"
"5029","サークレイス","東G","495","+2.0(+0.41%)"
"5031","モイ","東G","245","-2.0(-0.81%)"
"5032","ＡＮＹＣＯＬＯＲ","東P","2308","-4.0(-0.17%)"
"5033","ヌーラボ","東G","1121","-4.0(-0.36%)"
"5034","ｕｎｅｒｒｙ","東G","2548","+9.0(+0.35%)"
"5035","ＨＯＵＳＥＩ","東G","492","-2.0(-0.40%)"
"5036","日本ビジネスシステムズ","東S","1301","-25.0(-1.89%)"
"5038","ｅＷｅＬＬ","東G","1427","+4.0(+0.28%)"
"5070","ドラフト","東G","657","-27.0(-3.95%)"
"5071","ヴィス","東S","1110","-11.0(-0.98%)"
"5074","テスＨＬＤＧ","東P","449","-7.0(-1.54%)"
"5076","インフロニア・ＨＬＤＧ","東P","1389.5","-22.5(-1.59%)"
"5078","セレ","東S","3810","-150.0(-3.79%)"
"5079","ノバック","東S","3565","-80.0(-2.19%)"
"5101","横浜ゴム","東P","4027.0","-21.0(-0.52%)"
"5103","昭和ＨＬＤＧ","東S","45","+0.0(+0.00%)"
"5105","ＴＯＹＯ　ＴＩＲＥ","東P","2905.0","-43.5(-1.48%)"
"5108","ブリヂストン","東P","6730.0","-26.0(-0.38%)"
"5110","住友ゴム工業","東P","1880.5","-53.5(-2.77%)"
"5121","藤倉コンポジット","東P","1433","-32.0(-2.18%)"
"5122","オカモト","東P","4755","-45.0(-0.94%)"
"5125","ファインズ","東G","632","+15.0(+2.43%)"
"5126","ポーターズ","東G","2090","-9.0(-0.43%)"
"5127","グッピーズ","東G","3245","+0.0(+0.00%)"
"5129","ＦＩＸＥＲ","東G","1616","+16.0(+1.00%)"
"5131","リンカーズ","東G","177","+0.0(+0.00%)"
"5132","ｐｌｕｓｚｅｒｏ","東G","7400","+120.0(+1.65%)"
"5133","テリロジーＨＬＤＧ","東S","303","-2.0(-0.66%)"
"5134","ＰＯＰＥＲ","東G","669","+3.0(+0.45%)"
"5136","ｔｒｉｐｌａ","東G","1319","+42.0(+3.29%)"
"5137","スマートドライブ","東G","1651","+100.0(+6.45%)"
"5138","Ｒｅｂａｓｅ","東G","861","-4.0(-0.46%)"
"5139","オープンワーク","東G","681","+43.0(+6.74%)"
"5142","アキレス","東P","1527","-28.0(-1.80%)"
"5161","西川ゴム工業","東S","1970","-63.0(-3.10%)"
"5162","朝日ラバー","東S","552","-17.0(-2.99%)"
"5184","ニチリン","東S","3880","-100.0(-2.51%)"
"5185","フコク","東P","1943","-82.0(-4.05%)"
"5186","ニッタ","東P","3920","-130.0(-3.21%)"
"5187","クリエートメディック","東S","991","-20.0(-1.98%)"
"5189","櫻護謨","東S","2295","-19.0(-0.82%)"
"5191","住友理工","東P","1280","-43.0(-3.25%)"
"5192","三ツ星ベルト","東P","4820","+145.0(+3.10%)"
"5194","相模ゴム工業","東S","940","-10.0(-1.05%)"
"5195","バンドー化学","東P","1757","-63.0(-3.46%)"
"5199","不二ラテックス","東S","1875","-5.0(-0.27%)"
"5201","ＡＧＣ","東P","5773.0","-139.0(-2.35%)"
"5202","日本板硝子","東P","513","-14.0(-2.66%)"
"5204","石塚硝子","東S","2795","-56.0(-1.96%)"
"5208","有沢製作所","東P","1501","-5.0(-0.33%)"
"5210","日本山村硝子","東S","1530","-52.0(-3.29%)"
"5214","日本電気硝子","東P","3726.0","-99.0(-2.59%)"
"5216","倉元製作所","東S","235","-13.0(-5.24%)"
"5217","テクノクオーツ","東S","5370","-80.0(-1.47%)"
"5218","オハラ","東S","1315","-45.0(-3.31%)"
"5232","住友大阪セメント","東P","3886.0","+33.0(+0.86%)"
"5233","太平洋セメント","東P","3447.0","-105.0(-2.96%)"
"5237","ノザワ","東S","895","-7.0(-0.78%)"
"5240","ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏ","東G","486","-2.0(-0.41%)"
"5242","アイズ","東G","1348","-3.0(-0.22%)"
"5243","ｎｏｔｅ","東G","559","+13.0(+2.38%)"
"5244","ｊｉｇ．ｊｐ","東G","302","-7.0(-2.27%)"
"5246","ＥＬＥＭＥＮＴＳ","東G","748","-62.0(-7.65%)"
"5247","ＢＴＭ","東G","1723","-29.0(-1.66%)"
"5248","テクノロジーズ","東G","4105","-70.0(-1.68%)"
"5250","プライム・ストラテジー","東S","1242","-16.0(-1.27%)"
"5252","日本ナレッジ","東G","1527","-8.0(-0.52%)"
"5253","カバー","東G","1921","-54.0(-2.73%)"
"5254","Ａｒｅｎｔ","東G","5010","-470.0(-8.58%)"
"5255","モンスターラボＨＬＤＧ","東G","334","+22.0(+7.05%)"
"5256","Ｆｕｓｉｃ","東G","3405","-70.0(-2.01%)"
"5257","ノバシステム","東S","3120","-130.0(-4.00%)"
"5258","トランザクション・メディア・","東G","486","-4.0(-0.82%)"
"5259","ＢＢＤイニシアティブ","東G","760","-16.0(-2.06%)"
"5261","リソルＨＬＤＧ","東P","5030","-70.0(-1.37%)"
"5262","日本ヒューム","東P","828","-11.0(-1.31%)"
"5268","旭コンクリート工業","東S","723","-1.0(-0.14%)"
"5269","日本コンクリート工業","東P","384","-11.0(-2.78%)"
"5271","トーヨーアサノ","東S","2127","-110.0(-4.92%)"
"5273","三谷セキサン","東S","5940","-180.0(-2.94%)"
"5277","スパンクリートコーポレーション","東S","265","-1.0(-0.38%)"
"5279","日本興業","東S","882","+2.0(+0.23%)"
"5280","ヨシコン","東S","1296","-12.0(-0.92%)"
"5282","ジオスター","東S","368","-7.0(-1.87%)"
"5283","高見澤","東S","3830","+0.0(+0.00%)"
"5284","ヤマウＨＬＤＧ","東S","1798","-31.0(-1.69%)"
"5285","ヤマックス","東S","1703","-30.0(-1.73%)"
"5287","イトーヨーギョー","東S","575","-3.0(-0.52%)"
"5288","アジアパイルＨＬＤＧ","東P","833","-21.0(-2.46%)"
"5290","ベルテクスコーポレーション","東S","1756","+2.0(+0.11%)"
"5301","東海カーボン","東P","1045.0","-19.0(-1.79%)"
"5302","日本カーボン","東P","5600","-90.0(-1.58%)"
"5304","ＳＥＣカーボン","東S","2476","-96.0(-3.73%)"
"5310","東洋炭素","東P","7840","-350.0(-4.27%)"
"5331","ノリタケカンパニーリミテド","東P","4020","-195.0(-4.63%)"
"5332","ＴＯＴＯ","東P","4305.0","-20.0(-0.46%)"
"5333","日本碍子","東P","2109.5","-6.5(-0.31%)"
"5334","日本特殊陶業","東P","5159.0","-178.0(-3.34%)"
"5337","ダントーＨＬＤＧ","東S","886","+78.0(+9.65%)"
"5341","ＡＳＡＨＩ　ＥＩＴＯＨＬＤＧ","東S","426","+8.0(+1.91%)"
"5344","ＭＡＲＵＷＡ","東P","33750","-150.0(-0.44%)"
"5351","品川リフラクトリーズ","東P","1856","-68.0(-3.53%)"
"5352","黒崎播磨","東P","3375","-95.0(-2.74%)"
"5355","日本坩堝","東S","588","+2.0(+0.34%)"
"5357","ヨータイ","東P","1445","-22.0(-1.50%)"
"5363","東京窯業","東S","476","-9.0(-1.86%)"
"5367","ニッカトー","東S","588","-8.0(-1.34%)"
"5368","日本インシュレーション","東S","1024","+4.0(+0.39%)"
"5380","新東","東S","1577","+0.0(+0.00%)"
"5381","Ｍｉｐｏｘ","東S","618","+10.0(+1.64%)"
"5384","フジミインコーポレーテッド","東P","3415","-85.0(-2.43%)"
"5386","鶴弥","東S","365","-8.0(-2.14%)"
"5388","クニミネ工業","東S","1143","-13.0(-1.12%)"
"5391","エーアンドエーマテリアル","東S","1274","-37.0(-2.82%)"
"5393","ニチアス","東P","4020","-135.0(-3.25%)"
"5395","理研コランダム","東S","2630","-15.0(-0.57%)"
"5401","日本製鉄","東P","3497.0","-104.0(-2.89%)"
"5406","神戸製鋼所","東P","1903.0","-69.5(-3.52%)"
"5408","中山製鋼所","東P","921","-25.0(-2.64%)"
"5410","合同製鐵","東P","5310","-190.0(-3.45%)"
"5411","ＪＦＥＨＬＤＧ","東P","2408.0","-90.5(-3.62%)"
"5423","東京製鐵","東P","1632","-62.0(-3.66%)"
"5440","共英製鋼","東P","2359","-91.0(-3.71%)"
"5444","大和工業","東P","8179.0","-159.0(-1.91%)"
"5445","東京鐵鋼","東P","4750","-155.0(-3.16%)"
"5446","北越メタル","東S","1502","-1.0(-0.07%)"
"5449","大阪製鐵","東S","2290","-53.0(-2.26%)"
"5451","淀川製鋼所","東P","4465","-130.0(-2.83%)"
"5458","高砂鐵工","東S","877","+0.0(+0.00%)"
"5461","中部鋼鈑","東P","2312","-73.0(-3.06%)"
"5463","丸一鋼管","東P","4107.0","-90.0(-2.14%)"
"5464","モリ工業","東S","6680","-220.0(-3.19%)"
"5471","大同特殊鋼","東P","1757.0","-25.5(-1.43%)"
